1364429443 1 0 0
1364429831 2 0 0
1364430034 3 0 0
1364442961 4 0 0
1364443290 5 0 0
1364443598 6 0 0
1364479801 7 0 0
1364480522 8 0 0
1364480531 9 0 0
1364480552 10 0 0
1364498210 11 0 0
1364527691 12 0 0
1364529328 13 0 0
1364529346 14 0 0
1364622280 15 0 0
1364674967 16 0 0
1364674985 17 0 0
1364675002 18 0 0
1364675110 19 0 0
1364675119 20 0 0
1364675152 21 0 0
1364680269 22 0 0
1364691658 23 0 0
1364699541 24 0 0
1364699840 25 0 0
1364700974 26 0 0
1364701019 27 0 0
1364702371 28 0 0
1364702431 29 0 0
1364769033 30 0 0
1364769049 31 0 0
1365636914 32 0 0
1365636966 33 0 0
1365876812 34 0 0
1365976430 34 0 1
1365979893 34 1 1
1365980024 34 2 1
1366075562 35 2 1
1366079331 36 2 1
1366079359 37 2 1
1366079373 38 2 1
1366079397 39 2 1
1366082568 40 2 1
1366092445 41 2 1
1366092545 42 2 1
1366092750 43 2 1
1366129085 44 2 1
1366129121 45 2 1
1366243595 46 2 1
1366243767 47 2 1
1366675054 48 2 1
1366675092 49 2 1
1366682014 49 3 1
1366684699 49 4 1
1366849098 49 5 1
1366849370 49 8 1
1366899766 49 9 1
1366913429 49 10 1
1366914703 50 10 1
1366914723 51 10 1
1367166094 53 11 1
1367265206 54 11 1
1367265226 55 11 1
1367265243 56 11 1
1367265280 57 11 1
1367265316 58 11 1
1367453419 59 11 1
1367453446 60 11 1
1367453483 61 11 1
1367454018 62 11 1
1367454144 63 11 1
