1364429443 0 0 0
1364429831 0 0 0
1364430034 0 0 0
1364442961 225 0 0
1364443290 225 0 0
1364443598 225 0 0
1364479801 225 0 0
1364480522 225 0 0
1364480531 225 0 0
1364480552 225 0 0
1364498210 380 0 0
1364527691 694 0 0
1364529328 694 0 0
1364529346 694 0 0
1364622280 2456 0 0
1364674967 2456 0 0
1364674985 2456 0 0
1364675002 2456 0 0
1364675110 2490 0 0
1364675119 2490 0 0
1364675152 2490 0 0
1364680269 3145 0 0
1364691658 3672 0 0
1364699541 4507 0 0
1364699840 4507 0 0
1364700974 4507 0 0
1364701019 4637 0 0
1364702371 4637 0 0
1364702431 4698 0 0
1364769033 5175 0 0
1364769049 5175 0 0
1365636914 5175 0 0
1365636966 5183 0 0
1365876812 5909 0 0
1365976430 5909 0 0
1365979893 5909 0 0
1365980024 5909 0 0
1366075562 6692 0 0
1366079331 6692 0 0
1366079359 6692 0 0
1366079373 6692 0 0
1366079397 6692 0 0
1366082568 6692 0 0
1366092445 7074 0 0
1366092545 7074 0 0
1366092750 7074 0 0
1366129085 7074 0 0
1366129121 7074 0 0
1366243595 7074 0 0
1366243767 7074 0 0
1366675054 7074 0 0
1366675092 7074 0 0
1366682014 7074 102 0
1366684699 7074 207 0
1366849098 7074 359 0
1366849370 7074 544 0
1366899766 7074 552 0
1366913429 7074 889 0
1366914703 7227 889 0
1366914723 7227 889 0
1367166094 7745 889 0
1367265206 7745 889 0
1367265226 7745 889 0
1367265243 7745 889 0
1367265280 7745 889 0
1367265316 8360 889 0
1367453419 9164 889 0
1367453446 9164 889 0
1367453483 9417 889 0
1367454018 9417 889 0
1367454144 9417 889 0
